page,button_text,handler,target_route_or_api,status,button_type
frontend/src/pages/SystemAdmin/Dashboard.jsx,"navigate(""/system-admin/nlp-analytics"")}>NLP Analytics",(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/SystemAdmin/Dashboard.jsx,"navigate(""/system-admin/regulatory-reports"")}>Regulatory Reports",(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/SystemAdmin/MappingStudio.jsx,{ setForm(DEFAULT_FORM); setEditingId(null); }}>Reset,(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/SystemAdmin/MappingStudio.jsx,"{editingId ? ""Update Mapping"" : ""Save Mapping""}",save,(manual),MANUAL_REVIEW,button
frontend/src/pages/SystemAdmin/MappingStudio.jsx,edit(m)}>Edit,(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/SystemAdmin/MappingStudio.jsx,Preview Transform,runPreview,(manual),MANUAL_REVIEW,button
frontend/src/pages/SystemAdmin/MappingStudio.jsx,Refresh,load,(manual),MANUAL_REVIEW,button
frontend/src/pages/SystemAdmin/MappingStudio.jsx,remove(m._id)}>Delete,(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/SystemAdmin/MappingStudio.jsx,Sign Payload,runSign,(manual),MANUAL_REVIEW,button
frontend/src/pages/SystemAdmin/MappingStudio.jsx,Verify Signature,runVerify,(manual),MANUAL_REVIEW,button
frontend/src/pages/SystemAdmin/Migrations.jsx,Create,(none),(manual),MANUAL_REVIEW,submit
frontend/src/pages/SystemAdmin/Migrations.jsx,startDryRun(it._id)}> Start Dry Run,(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/SystemAdmin/NlpAnalytics.jsx,"{loading ? ""Running..."" : ""Run Query""}",run,(manual),MANUAL_REVIEW,button
frontend/src/pages/SystemAdmin/NlpAnalytics.jsx,"setQuery(""Show active staff"")}> Staff",(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/SystemAdmin/NlpAnalytics.jsx,"setQuery(""Show pending approvals"")}> Approvals",(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/SystemAdmin/NlpAnalytics.jsx,"setQuery(""Show revenue this month"")}> Revenue",(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/SystemAdmin/RegulatoryReports.jsx,"{loading ? ""Generating..."" : ""Generate Report""}",run,(manual),MANUAL_REVIEW,button
frontend/src/pages/TwoFactor.jsx,"{loading ? ""Verifying..."" : ""Verify""}",(none),(manual),MANUAL_REVIEW,submit
frontend/src/pages/TwoFactorVerify.jsx,"{loading ? ""Verifying..."" : ""Verify""}",(none),(manual),MANUAL_REVIEW,submit
frontend/src/pages/VerifyEmail.jsx,"0 || !email} className=""btn secondary"" > {cooldown > 0 ? `Resend in ${cooldown}s` : loading ? ""Sending…"" : ""Resend verification email""}",handleResend,(manual),MANUAL_REVIEW,button
frontend/src/pages/Workforce/MyRequests.jsx,"{loading ? ""Submitting..."" : ""Submit Leave""}",(none),(manual),MANUAL_REVIEW,submit
frontend/src/pages/Workforce/MyRequests.jsx,"{loading ? ""Submitting..."" : ""Submit Overtime""}",(none),(manual),MANUAL_REVIEW,submit
frontend/src/pages/Workforce/MyRequests.jsx,"{loading ? ""Submitting..."" : ""Submit Shift""}",(none),(manual),MANUAL_REVIEW,submit
frontend/src/pages/Workforce/MyRequests.jsx,Export CSV,exportCsv,(manual),MANUAL_REVIEW,button
frontend/src/pages/Workforce/MyRequests.jsx,"loadAll(statusFilter, { append: false })} disabled={loading} > Refresh",(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/Workforce/MyRequests.jsx,"loadAll(statusFilter, { append: true })} > {loading ? ""Loading..."" : ""Load more""}",(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/Workforce/MyRequests.jsx,"navigate(""/hospital-admin/approvals"")} > View Approvals",(none),(manual),MANUAL_REVIEW,button
frontend/src/pages/Workforce/MyRequests.jsx,Reset View,resetView,(manual),MANUAL_REVIEW,button
